DOCID,LEWISSPLIT,DATE,TOPICS,TITLE,BODY
4166,TRAIN,12-MAR-1987 09:05:29.00,[],new uk poll says tories have sixpoint lead,britains ruling conservatives have moved into a sixpoint lead over the main opposition labour party a marplan poll published in todays guardian newspaper reports the conservatives are shown with a 38 pct share of the vote against 32 pct for labour and 27 pct for the centrist socialdemocraticliberal alliance prime minister margaret thatcher has until june 1988 to call a general election but most political analysts expect her to go to the country some time this year reuter
4167,TRAIN,12-MAR-1987 09:05:55.13,['acq'],qintex extends princeville pvdc offer,qintex america ltd said it is again extending its offer of 13 dlrs a share for 33 mln princeville development corp shares until today from yesterday as reported yesterday qintex said about seven mln princeville shares had been tendered in response to the offer qintex said it is extending the offer to allow princeville to comply with federal law restricting the ownership of us airlines by nonus citizens and to finalize the terms and conditions of the letter of credit or bank guarantee required under the previously announced acquisition agreement reuter
4168,TRAIN,12-MAR-1987 09:06:37.77,[],jm byggnads shares suspended on stockholm bourse,shares in building firm jm byggnads och fastighets ab were suspended on the stockholm bourse at the companys own request the bourse said the suspension will last until the end of trading on friday the bourse added in a statement but gave no further details jm is halfowned by skanska ab skbs st which has offered to buy out the remaining stock but analysts said jm could have been approached with a rival bid reuter
4169,TRAIN,12-MAR-1987 09:07:47.09,['earn'],correctednetwork video inc nvid 3rd qtr,feb 28 end shr five cts vs one ct net 161019 vs 50745 revs 1048543 vs 478700 avg shrs 3217500 vs 4350000 nine mths shr 12 cts vs four cts net 390179 vs 169275 revs 2658692 vs 1478066 avg shrs 3217500 vs 4350000 note corrects reversed figures in march 11 item reuter
4170,TRAIN,12-MAR-1987 09:09:49.42,['money-fx'],bankers oppose strict taiwan currency controls,taiwan imposed currency controls today in what bankers called a desperate move to prevent speculation as the taiwan dollar appreciated against the us currency the strict controls will require proof that large remittances to taiwan are connected to commercial transactions rather than currency speculation bankers attacked the controls as ineffective saying they were a panic reaction to pressure from washington for faster appreciation of the taiwan currency against the us dollar which would slow exports to the united states remittances exceeding one mln dlrs earned through exports shipping insurance or bank lending will now need government approval along with remittances of more than 10000 dlrs from any other source reuter
4171,TRAIN,12-MAR-1987 09:14:06.67,"['ship', 'crude']",saudi supertanker reported hit by iran off uae,iran attacked the saudi arabian supertanker arabian sea off the united arab emirates last night but the vessel was able to proceed after the incident lloyds shipping intelligence reported the 315695dwt arabian sea had set sail on tuesday after loading oil at the saudi port of ras tannurah lloyds said the attack occurred at about 2200 hrs local time 1800 gmt reuter
4172,TRAIN,12-MAR-1987 09:14:16.78,['trade'],taiwan to relax import curbs on more goods,taiwan will relax import controls on more foreign goods a government spokesman said today the move was to allow greater access to taiwan markets by overseas trading partners especially the united states an official of the council for economic planning and development told reuters import curbs on about 400 foreign goods including stationery and books would soon be relaxed he said taiwan announced it would ease curbs on some 600 farming and industrial products last month the official said the moves were intended to balance trade between taiwan and the united states and other trading partners taiwans trade surplus reached a record 156 billion dlrs last year up from 1062 billion in 1985 reuter
4173,TRAIN,12-MAR-1987 09:16:01.55,['retail'],uk retailers see growth in consumer spending,uk retailers expect consumer spending to accelerate in march after a disappointing increase in february according to a monthly survey by the confederation of british industry cbi fiftynine pct of the 325 retailers questioned for the latest distributive trades survey expected sales to be higher in march than they were in march 1986 with only six pct expecting lower sales the chairman of the distributive trades survey panel nigel whittaker said a favourable budget next week would further help sales during the summer figures released earlier this week showed retail sales in january fell 22 pct mainly due to exceptionally cold weather sales did not recover in february as much as retailers had expected and they are now looking for better business in march todays survey said it reported clothing stores were the most optimistic with 80 pct expecting sales in march to be higher than a year ago wholesalers also expected stronger sales in march while both retailers and wholesalers reported slower growth in import penetration it said reuter
4174,TRAIN,12-MAR-1987 09:19:05.29,['crude'],most japan firms not renewing iran term contracts,most japanese companies have decided not to renew term contracts to lift iranian crude oil because spot prices remain considerably lower than opecs official levels industry sources said they said a cargo of the mideast benchmark crude dubai traded yesterday at 1650 dlrs a barrel compared to its official price of 1742 dlrs only one japanese company has renewed its term contract for iranian crude oil for the second quarter the sources said the sources said japanese companies had been lifting a total of about 185000 barrels per day bpd of iranian crude under term contracts but only one firm has agreed to lift in the second quarter it is lifting just 10000 to 15000 bpd they said this move could inspire iran to offer discounts on cargoes loading in april but the likelihood of discounts depended largely on the levels of spot prices if the spot price of dubai goes above 1730 dlrs we would probably buy iranian crude at the official price one japanese refiner said we dont intend to put pressure on them he added buyers have little incentive to renew contracts to lift oil at official opec prices while spot prices on all grades are considerably lower oil traders said they said if spot prices move higher there will be no problem finding opec crude to purchase at the official prices qatar has chartered floating storage for its crude oil after finding no buyers at official prices in march the problem is likely to recur in april adding to that countrys surplus the traders added that iraq had dissociated itself from opecs december production agreement while agreeing to the fixed prices but oil analysts said if opec keeps group output close to its firsthalf 1987 ceiling of 158 mln bpd supply and demand would be balanced by the end of the second quarter they also said if opec holds its official price structure based on a reference price of 18 dlrs spot price fluctuations should be limited to a 1650 to 1720 dlrs range for dubai and a 17 to 18 dlrs range for the north seas brent blend one japanese refiner said at the moment theres a lot of pressure on opec particularly on qatar but if they hold out there will be no problem and im beginning to trust their ability nigerian oil minister and opec president rilwanu lukman told a news conference in lagos yesterday nigeria and all member countries of opec remain determined to uphold the december agreement by adhering strictly to their various quotas and official selling prices he said opec believed consumers had drawn heavily on stocks of both crude oil and refined products reducing them to levels well below this time last year he said consumers would soon return to the market in search of crude a japanese refiner said the european and us markets are beginning to look better so opec might be quite lucky
4175,TRAIN,12-MAR-1987 09:19:23.40,['earn'],possis poss votes 100 pct stock dividend,possis corp said its board approved a 100 pct stock dividend payable may one record march 27 at the companys annual meeting wednesday possis said shareholders approved a proposal to increase the authorized common shares to 20 mln from eight mln the company currently has about 39 mln shares outstanding reuter
4176,TRAIN,12-MAR-1987 09:19:47.41,['earn'],seal inc sinc 1st qtr jan 31 net,shr 29 cts vs 16 cts net 610000 vs 329000 sales 6714000 vs 4582000 reuter
4177,TRAIN,12-MAR-1987 09:20:00.20,['earn'],dow chemical co dow regular dividend,qtly div 50 cts vs 50 cts prior pay april 30 record march 31 reuter
4178,TRAIN,12-MAR-1987 09:20:41.39,['earn'],telco telc delays defensive rights offering,telco systems inc said its plan to distribute a dividend of common stock purchase rights to shareholders of record on march 16 has been delayed pending the completion of necessary regulatory approvals reuter
4179,TRAIN,12-MAR-1987 09:21:40.82,[],jamaica puts cap on borrowing,jamaica has put a cap on its 35 billion dlr foreign debt and will reduce its obligations by 300 mln dlrs this year prime minister edward seaga said seaga yesterday said jamaica has reached its maximum stock of debt and will not undertake any more borrowing until it was justified by economic growth this year well be reducing the stock of debt by 300 mln dlrs he said he said his government aims to get jamaicas ratio of debt payments to foreign exchange earnings down from the current level of 50 pct to 25 pct over the next two to three years debt payments this year are expected to total 287 mln dlrs seaga said seaga yesterday concluded an agreement with jamaicas creditor banks to reschedule some 181 mln dlrs due in 198789 over the next 12 years reuter
4180,TRAIN,12-MAR-1987 09:25:15.14,[],synergetics syng gets chinese order,synergetics international inc said it has received its first order from china a 250000 dlr order for a flood management system to be used in the daning and yuzixi river basins of the yangtse river the company also said it has received japanese government certification for its satellite transmitter products allowing users of synergetics remote computer systems to transmit a variety of hydrological and meteorological data via the japan space agencys gms satellite in addition it said it has appointed vaisala kk of helsinki as exclkusive distributor of its products throughout japan and has awarded sierramisco inc expanded distribution rights in the philippines malaysia sumatra nepal india bengal thailand singapore and indonesia reuter
4181,TRAIN,12-MAR-1987 09:26:01.54,[],british caledonian seeks longer american flights,british caledonian airways said it filed an application with britains civil aviation authority for authority to operate the only direct flights between the united kingdom and mexico city the airline said it will submit an application march 17 to provide direct service between the united kingdom and phoenix earlier this week it applied for the license to serve san diego reuter
4182,TRAIN,12-MAR-1987 09:26:49.79,['acq'],clayton and dubilier new joint unit to buy firm,clayton and dubilier inc and senior management of a unit of borgwarner corp bor said it will form a new company to buy borgwarners industrial products group for about 240 mln dlrs borgwarner industrial products has sales of about 300 mln dlrs from three divisions which provide advanced technology fluid transfer and control equipment systems and services worldwide clayton said the new company will have 3000 employees and be headquartered in long beach calif the company said peter valli vice president of borgwarner corp and president of its industrial products division will become president and chief executive officer of the new company according to clayton clayton a private investment firm said this was the third mangement buyout of a divestiture completed by them since december 1986 reuter
4183,TRAIN,12-MAR-1987 09:27:01.63,[],combustion engineering csp gets thai order,combustion engineering inc said the electricity generating authority of thailand has exercised an option to purchase a 300 megawatt coalfired steam generator from cemar a consortium of combustion engineering canada inc and japans marubeni corp combustion engineering said the project is valued at about 30 mln dlrs the new steam generator which will burn local lignite will be manufactured in canada and installed as unit nine at the mae moh power station in lampang thailand the unit is expected to go into commercial operation in 1990 reuter
4184,TRAIN,12-MAR-1987 09:27:07.86,['earn'],us health inc ushi 2nd qtr jan 31 net,shr 10 cts vs seven cts net 1541000 vs 1056000 revs 201 mln vs 170 mln 1st half shr 19 cts vs 11 cts net 2945000 vs 1742000 revs 382 mln vs 352 mln reuter
4185,TRAIN,12-MAR-1987 09:28:13.34,['earn'],k mart corp 4th qtr shr 211 dlrs vs nine cts,
4186,TRAIN,12-MAR-1987 09:29:02.46,[],first americable fatv files offering,first americable corp said that first americable income fund ltd filed a registration statement with the securities and exchange commission to raise from one mln dlrs to 50 mln dlrs on a best efforts basis first americable said it acts as general partner for first americable income fund first americable said first americable income fund intends to use the funds to buy existing cable systems or ownership interest in existing cable systems from third parties or from first americable corp first americable income fund intends to operate the systems it purchases first americable said the company said the offering will be made in two series with the series a units priced at 2920 dlrs each and the series b units priced at 20 dlrs each first americable said the minimum purchase allowed is 25 units in any combination of series a and b the selling agent for the offering is first cable securities corp a wholly owned unit of first amercable corp the company said reuter
4187,TRAIN,12-MAR-1987 09:29:21.56,[],consolidated five star resources issues stock,consolidated five star resources ltd said it agreed to issue 125 mln dlrs of common stock and 1075 mln dlrs of convertible preferred stock in a private placement the threeyear 712 pct preferred shares are convertible into common shares at 60 cts a share and exchangeable into 1650000 common shares of cancapital corp owned by consolidated five star proceeds will be used to retire bank debt with the balance added to working capital consolidated five star previously said it borrowed 1075 mln dlrs from a bank to acquire chaffinch ltd reuter
4188,TRAIN,12-MAR-1987 09:29:52.88,"['money-fx', 'interest']",uk money market given further two mln stg help,the bank of england said it gave the market further assistance of two mln stg during the afternoon buying that amount of band two bank bills at 10516 pct the bank has given the market assistance worth 1503 billion stg today to offset a shortage it estimated at a revised 160 billion reuter
4189,TRAIN,12-MAR-1987 09:30:22.78,['earn'],environmental systems co esc 1st qtr jan 31,shr 13 cts vs 15 cts net 2193000 vs 1918000 revs 182 mln vs 152 mln note share after preferred dividends reuter
4190,TRAIN,12-MAR-1987 09:30:48.30,[],swedish virologist unveils new aids blood test,a swedish virologist unveiled a new aids blood test using synthetic antigens or substances which combine with antibodies to make them detectable which would be much cheaper and more reliable than existing tests anders vahlne said the test developed at gothenburg university was accurate enough to eliminate the need for a second test usually carried out to doublecheck those found to be aids positive that is with aids antibodies in their blood vahlne said the test could be on the market in between four and eight months a small swiss firm virovahl sa helped finance it reuter
4191,TRAIN,12-MAR-1987 09:31:00.75,[],cme continues deliberation on dual trading ban,directors of the chicago mercantile exchange cme adjourned a meeting late last night without reaching a decision on a petition to ban dual trading in standard and poors 500 stock index futures an exchange official said cme president bill brodsky told reuters that the cme board would meet again today and probably reach a decision either late today or tomorrow dual trading involves the right of members to trade for their own account as well filling orders for customers the petition signed by several hundred exchange members when it was circulated on the floor of the cme two weeks ago calls for the elimination of dual trading in the s and p pit some industry watchers believe that if the cme eliminates the practice other exchanges will have to consider such a move the practice has drawn criticism from some sectors in that it provides an opportunity for abusive practices in which customer orders are not executed at the best possible price one practice know as frontrunning involves a broker trading ahead of a large customer order and then profiting by the impact on the market of the customer order reuter
4192,TRAIN,12-MAR-1987 09:31:38.92,['earn'],general mining genmj cautions on 1987 profits,general mining union corp ltd chairman derek keys cautioned that profits may not rise this year if the rand stays at its current level of 48 us cents we would do well to repeat last years results if the rand stays depressed keys said the level of the dividend however ought not to be affected he added discussing the 1987 outlook general mining earlier reported that 1986 per share earnings rose 28 pct to 616 cts reuter
4193,TRAIN,12-MAR-1987 09:31:57.70,['earn'],colgatepalmolive co cl sets payout,qtrly div 34 cts vs 34 cts pay may 15 record april 24 reuter
4194,TRAIN,12-MAR-1987 09:33:40.01,['earn'],isco inc isko 2nd qtr ends jan 30 net,shr 12 cts vs 13 cts net 414968 vs 449533 revs 5726722 vs 5276627 six mths shr 23 cts vs 33 cts net 779981 vs 1116857 revs 113 mln vs 113 mln reuter
4195,TRAIN,12-MAR-1987 09:33:46.07,[],markitstar mark names sales representative,markitstar inc said it has signed an agreement for orimedia of paris to become a sales representative for markitstar products and services in the european community reuter
4196,TRAIN,12-MAR-1987 09:33:56.03,[],uk equity turnover sets new record in february,turnover in uk equities soared to a record 3105 billion stg in february a 12 pct increase on the previous months 2783 billion the london stock exchange said february turnover was also 96 pct higher than the 1584 billion stg total posted in the same month a year ago a monthly fact sheet from the stock exchange showed eight new companies were admitted to listing in february six of which were uk firms the largest of these was british airways which was privatised in february and whose share offer raised over 900 mln stg it said the stock exchange also said six rights issues during the month raised 2236 mln stg compared with 1295 mln from nine issues in febuary 1986 daily average equity turnover in the 20 business days in february was 155 billion stg after 133 billion in the 21 trading days in january an increase of 17 pct total stock exchange turnover of both gilts and equities was 11673 billion stg marginally higher than the 11665 billion recorded in january but 129 pct more than the 5092 billion of february 1986 reuter
4197,TRAIN,12-MAR-1987 09:34:06.61,[],southwest air luv february load factor off,southwest airlines co said its february load factor fell to 512 pct from 545 pct in february 1986 revenue passenger miles increased 141 pct in february to 5389 mln from 4723 mln and 223 pct yeartodate to 115 billion from 9441 mln the company said available seat miles grew 216 pct in february to 105 billion from 8662 mln and 213 pct in the two months to 220 billion from 181 billion load factor the percentage of seats filled rose to 525 pct from 521 pct in the two months southwest said traffic results include southwest and its transtar airlines unit the carrier also said it opened a new phoenix reservation center on march one reuter
4198,TRAIN,12-MAR-1987 09:34:49.16,[],technimed corp has cholesterol test product,technimed corp said it has completed development of a home cholesterol testing product and will start clinical testing of its whole blood cholesterol test strip shortly the company said the strip is inexpensive and is simpler than lab tests now being used a drop of blood is applied to the strip and within about 30 seconds a simple color change allows the user to determine his own cholesterol level it said it expects to be the first to market a home cholesterol test and the test should contribute substantially to future earnings reuter
4199,TRAIN,12-MAR-1987 09:35:08.87,['veg-oil'],ccc reallocates credit guarantees to el salvador,the commodity credit corporation ccc has reallocated two mln dlrs in credit gurantees previously earmarked for sales of us protein meals to cover sales of vegetable oil and tallow to el salvador the us agriculture department said the action reduces coverage for sales of protein meals to 14 mln dlrs from 16 mln dlrs and creates new lines of one mln dlrs for tallow andor greases and one mln dlrs for vegetable oils the department said all sales under the credit guarantee lines must be registered and exported by sepember 30 1987 it said the guarantee rates include a charge to provide for a yearly interest rate coverage of up to 45 pct on the guaranteed value the department said reuter
4200,TRAIN,12-MAR-1987 09:37:10.30,[],rothmans close to joint venture in china,rothmans international plc rotl aims to set up a joint venture with jinan cigarette factory in shandong china to produce high quality cigarettes some for export chinese newspapers said the china daily said the factory has produced highquality general brand cigarettes using advanced machinery and technical assistance worth 25 mln dlrs donated by rothmans under a cooperation agreement signed in 1985 the economic daily newspaper said the high quality general will help chinas cigarettes enter the international market the two papers gave no more details reuter
4201,TRAIN,12-MAR-1987 09:38:09.84,['acq'],borgwarner bor to sell unit for 240 mln dlrs,borgwarner corp said it agreed to sell its industrial products group to clayton and dubilier inc and senior management of the group for about 240 mln dlrs clayton and dubilier is a new yorkbased private investment firm which has completed two other managementled buyout transactions since december 1986 borgwarners industrial products group based in long beach california has sales of about 300 mln dlrs and employs about 3000 staff its businesses include standard and custom engineered centrifugal pumps and mechanical seals for the petroleum industry and advanced controls for the aerospace and defense industries the sale is part of borgwarners planned restructuring the proposed sale is subject to approval by borgwarners directors it said reuter
4202,TRAIN,12-MAR-1987 09:39:43.19,[],bennetton merrill lynch unit plan joint venture,merrill lynch mer capital markets said it and bennetton group spa btomm will form a joint venture to attract investment in unquoted italian companies merrill lynch capital markets will launch the venture with in capital spa a milan investment bank in which bennetton has a 75 pct holding the remaining 25 pct is owned by gruppo finanziario tessile spa a private textile firm the two companies who have signed a letter of intent said they hoped the venture will generate investments of up to 50 billion lire in private italian firms operating in fastgrowing fields benetton is a large italian clothing maker with some 4400 retail outlets worldwide the new venture which represents the first partnership between an international investment bank and a large company is designed to help benetton expand the operations of in capital merrill lynch capital markets is the londonbased international merchant banking arm of merrill lynch europe ltd which in turn is part of the us based investment banking firm of merrill lynch and co inc reuter
4203,TRAIN,12-MAR-1987 09:40:55.17,"['grain', 'wheat', 'ship']",panamanian wheat ship still grounded off syria,the panamanian bulk carrier juvena is still aground outside tartous syria despite discharging 6400 tons of its 39000ton cargo of wheat and water has entered the engineroom due to a crack in the vessel bottom lloyds shipping intelligence service said the juvena 53351 tonnes dw ran aground outside tartous port basin breakwater on february 25 in heavy weather and rough seas reuter
4204,TRAIN,12-MAR-1987 09:41:05.36,['acq'],guardianmorton shulman agrees to takeover bid,guardianmorton shulman precious metals inc said morton shulman and guardman investment management services inc agreed in principle for andrew sarlos to make a takeover bid for all special shares and series ii warrants of guardianmorton subject to regulatory approval and completion of definitive documentation guardman investment current manager and owner of all common shares of guardianmorton also agreed to sell the common and its management agreement to a company controlled by sarlos if the takeover bid is successful guardianmorton said price to be offered for the guardianmorton special shares under the takeover bid will be 90 pct of the net asset value of the special shares at the time of the bid and two dlrs for each series ii warrant the company said guardianmorton said the takeover bid will be conditional on sarlos acquiring at least 90 pct of the special shares and 90 pct of the series ii warrants when combined the number of special shares and warrants owned by the offeror at the time of the bid investment companies managed by sarlos currently own slightly less than 10 pct of guardianmortons special shares reuter
4205,TRAIN,12-MAR-1987 09:42:34.74,['earn'],k mart corp km 4th qtr jan 28 net,shr 211 dlrs vs nine cts net 285000000 vs 10500000 revs 735 billion vs 676 billion avg shrs 134300000 vs 131600000 year shr 435 dlrs vs 173 dlrs net 582300000 vs 221200000 revs 2413 billion vs 2233 billion avg shrs 134300000 vs 131600000 note latest year earnings include a loss in each period of 164 mln dlrs or 12 cts a share for a premium paid in the early call of a 250 mln dlr 1275 pct 30year debenture earnings include a gain from discontinued operations of 308 mln dlrs or 23 cts a share vs a loss of 2389 mln dlrs or 182 dlrs a share in the quarter and a gain of 284 mln dlrs or 21 cts a share vs a gain of 4720 mln dlrs or 364 dlrs a share for the year reuter
4206,TRAIN,12-MAR-1987 09:43:35.10,"['hog', 'livestock']",hog and cattle slaughter guesstimates,chicago mercantile exchange floor traders and commission house representatives are guesstimating todays hog slaughter at about 290000 to 310000 head versus 309000 week ago and 328000 a year ago cattle slaughter is guesstimated at about 128000 to 131000 head versus 129000 week ago and 127000 a year ago reuter
4207,TRAIN,12-MAR-1987 09:49:17.31,[],stan west swmc seeks construction financing,stan west mining corp said it engaged an investment banking firm to act as financial adviser in arranging a construction financing package for mccabe mine the company said it intends proceeds of the financing package would be utilized to construct a 500 ton per day mil complete the underground construction necessary to start mining and provide working capital reuter
4208,TRAIN,12-MAR-1987 09:49:54.09,[],heekin can hekn to build ohio plant,heekin can inc said it plans to build a seven mln dlr columbus ohio plant financed by industrial revenue bonds it said construction on the 50000 square foot plant is scheduled to start in april and manufacturing will start at the end of 1987 the plant will initially make twopiece 65 ounce steel cans for pet food reuter
4209,TRAIN,12-MAR-1987 09:50:10.98,"['acq', 'ship']",van ommeren acquires dutch gas container unit,dutch shipping and transport group phs van ommeren nv ommnas said it has taken over a small dutch gas container firm as a first step in establishing a worldwide gas container organisation the firm liquid and gas transport bv lgt employs 10 people and has a fleet of 200 gas containers van ommeren will shortly open an office in singapore and expand its facilities in houston to establish the gas container network reuter
4210,TRAIN,12-MAR-1987 09:53:07.24,['earn'],dorchester hugoton ltd dhulz raises payout,qtly div 10 cts vs eight cts prior pay april 16 record march 31 reuter
4211,TRAIN,12-MAR-1987 09:53:23.60,[],nasd names new board member,the national association of securities dealers said it has named jaguar cars inc president graham w whitehead as one of its three governorsatlarge representing companies listed on the nasdaq system jaguar cars is the us marketing arm of jaguar plc jagry which was nasdaqs thirdmostactively traded issue in 1986 reuter
4212,TRAIN,12-MAR-1987 09:53:47.25,['acq'],international american home sets acquisition,international american homes inc said it has contracted to acquire diversified shelter group ltd for about 11850000 dlrs to be paid 73 pct in cash and 27 pct in international american common stock to be valued on a 30 day trading average prior to closing it said the price is based on diversifieds estimated 32 mln dlrs pro forma pretax earnings for 1986 after adjustment for certain noncontinuing expenses diversified a developer of single family housing in the atlanta market had 1986 revenues of about 253 mln dlrs the acquisition if subject to international american arranging financing reuter
4213,TRAIN,12-MAR-1987 09:54:00.72,[],municipal development muni purchases land,municipal development corp said it signed an agreement to purchase land and facilities in florida from quail hollow properties inc for 28 mln dlrs and plans to invest an additional two mln dlrs to install infrastructure on the property the company said under the deal it will purchase quail hollow utilities inc and with its joint venture partner groveland developments inc will acquire 190 acres of land from quail hollow properties municipal development said quail hollow utilities owns and operates two wastewater treatment systems which will become part of central pasco utilities inc a business formed by the company to provide utility services to part of pasco county municipal development said it will develop the quail hollow business park on the 190 acres of property under the joint venture agreement with groveland municipal development said it will develop the business parks roads and other infrastructure while groveland will improve and sell property in the area central pasco will develop and deliver the water supply and wastewater treatment services for the business park reuter
4214,TRAIN,12-MAR-1987 09:54:20.06,[],environmental systems esc builds incinerator,environmental systems co said it signed a contract with the illinois environmental protection agency to build a modular incinerator at the lenz oil site in lemont ill the company said the project is slated for completion by the end of fiscal 1987 at a total price of 4500000 mln dlrs the incinerator can treat approximately 7000 tons of contaminated soil 150000 gallons of liquids and 200 drums of other wastes according to the company environmental said it expects to build two more systesm in fiscal 1987 the company posted first quarter net income of 2193000 dlrs or 13 cts per share compared to 1918000 dlrs or 15 cts per share the prior comparable quarter reuter
4215,TRAIN,12-MAR-1987 09:55:21.79,['iron-steel'],ec commission has open attitude on steel quotas,the ec commission said it was adopting an open attitude about whether a system of production quotas should remain for the indefinite future on heavy steel products which account for about 45 pct of all ec steel goods in a statement the commission reiterated its view that the industry needs to lose between 25 and 30 mln tonnes of capacity by 1990 it had previously said the quota system started in 1980 should be wound up completely by the end of next year the industry has argued for the maintenance of existing quotas which cover almost 70 pct of all output saying almost all steelmakers are losing money due to the depressed market reuter
4216,TRAIN,12-MAR-1987 09:55:48.07,['earn'],precision aerotech inc par 3rd qtr jan 31 net,oper shr 16 cts vs two cts oper net 467000 vs 52000 sales 8954000 vs 6338000 avg shrs 2939459 vs 1979916 nine mths oper shr 45 cts vs 18 cts oper net 1068000 vs 387000 sales 245 mln vs 196 mln avg shrs 2299764 vs 1979916 note current year net both periods excludes 176000 dlr gain from retirement of notes backlog 308 mln vs 267 mln at start of fiscal year reuter
4217,TRAIN,12-MAR-1987 09:57:17.68,[],hadson hads registers 37 mln common shares,hadson corp said it filed a registration with the securities and exchange commission for an underwritten offering of 3750000 new common shares to be managed by shearson lehman brothers inc and painewebber inc reuter
4218,TRAIN,12-MAR-1987 09:57:52.99,['earn'],guardian national insurance co ltd garj j year,shr 1006 cts vs 769 cts final div 40 cts vs 32 making 58 cts vs 50 pretax 1417 mln rand vs 885 mln net 1006 mln vs 769 mln tax 410 mln vs 116 mln gross premiums 21016 mln vs 17869 mln net premiums written 14399 mln vs 12388 mln underwriting loss 178 mln vs loss 625 mln div pay april 10 register march 27 note period year to december 31 1986 reuter
4219,TRAIN,12-MAR-1987 09:57:57.84,['earn'],datametrics corp dmcz 1st qtr jan 31 net,shr diluted five cts vs 13 cts net 278780 vs 442532 revs 5101747 vs 4293393 avg shrs diluted 6050968 vs 3414145 note net includes tax credits of 123500 dlrs vs 179000 dlrs reuter
4220,TRAIN,12-MAR-1987 10:01:39.53,['earn'],wiener enterprises inc wpb year jan 31 net,shr 60 cts vs 85 cts qtly div 10 cts vs 10 cts prior net 1407000 vs 1996000 sales 754 mln vs 582 mln note dividend pay april 16 record april nine reuter
4221,TRAIN,12-MAR-1987 10:02:18.11,[],genentech convertible bond upped to 150 mln dlrs,the convertible eurobond issue announced yesterday for genentech inc geneo has been increased to a total of 150 mln dlrs from 100 mln credit suisse first boston ltd csfb said as lead manager the coupon has been set at five pct and conversion price at 74 dlrs per share which represents a 2385 pct premium over genentechs stock closing level of 5975 on the new york stock exchange last night payment date has been brought forward to march 27 from march 30 and the bonds will mature on march 27 2002 reuter
4222,TRAIN,12-MAR-1987 10:02:36.06,[],hydro quebec issues canadian dlr bond,hydro quebec is issuing a 125 mln canadian dlr bond due april 21 1997 paying nine pct and priced at 10034 pct lead manager merrill lynch international said the bond is available in denominations of 1000 and 5000 dlrs and will be listed in luxembourg fees comprise 114 pct selling concession and 38 pct each for management and underwriting pay date is april 21 reuter
4223,TRAIN,12-MAR-1987 10:04:29.48,['earn'],k mart km says record 1986 net turning point,k mart corp said its record fiscal 1986 net earnings of 5823 mln dlrs a rise from 2212 mln dlrs a year ago marked a major turning point for the worlds second biggest retailer k mart said the earnings rise for the fourth quarter ended january 28 to 285 mln dlrs from 105 mln dlrs resulted from merchandising refurbishing and expense control a year ago k mart took a charge of 239 mln dlrs for discontinued operations earnings from continuing retail operations in the quarter totalled 270 mln dlrs or 200 dlrs a share compared with 2494 mln dlrs or 191 dlrs a year ago k mart chairman bernard fauber said the success of these programs is better illustrated by the strong 359 pct increase in 1986 income from continuing operations before income taxes to 103 billion dlrs the first time k mart corp has reached this milestone sales for the 1986 fiscal year reached a record 238 billion dlrs an 81 pct rise from 2204 billion dlrs the prior year k mart said 1985 was restated to account for discontinued operations comparable store sales rose 55 pct in 1986 over 1985 it said fauber said the sales growth came from greater consumer acceptance of k marts apparel merchandise a marked increase in hardline merchandise sales and a growing contribution from specialty retailing operations k mart said its fourth quarter pretax income from continuing operations was 493 mln dlrs a 323 pct gain from 3726 mln dlrs last year it said sales in the period grew 88 pct to 723 billion dlrs from a restated 665 billion dlrs in 1985 with comparable store sales up 47 pct k mart said its effective tax rate rose in 1986 to 446 pct from 376 pct in 1985 but it said selling general and administrative expense eased to 232 pct of sales from 237 pct in 1985 our performance in 1986 marks a major turning point for k mart fauber said in a statement in the years immediately prior to 1986 we focused on changing the look of our stores and the structure of the company k mart he said committed billion of dollars for store remodeling and installing a centralized point of sale system upgraded its merchandise mix acquired three large specialty retailers divested underperforming businesses and restructured its longterm debt we were forced to pay a temporary price in the form of slower earnings growth and a lower rating by the investment community however beginning with the fourth quarter of 1985 our improved performance is proof that our approach is correct for the long term the k mart chairman said reuter
4224,TRAIN,12-MAR-1987 10:08:55.47,[],sonex research sonx sells stock privately,sonex research inc said it has completed a private sale of common shares and warrants for two mln dlrs it said if all warrants are exercised it will receive another 4600000 dlrs proceeds will be used for working capital it said reuter
4225,TRAIN,12-MAR-1987 10:11:33.31,[],british airways bab february load factor up,british airways plc said february 1987 load factor rose to 647 pct up 54 percentage points from february 1986 revenue passenger miles increased 148 pct in february to 175 billion but fell 07 pct in the fiscal yeartodate to 2354 billion the british carrier said available seat miles rose 52 pct in february to 273 billion and 13 pct in the 11 months to 3527 billion load factor the percentage of seats filled fell 14 percentage points to 667 pct in the april through february period the british carrier made its first traffic report since the british government sold it to the public last month reuter
