DOCID,LEWISSPLIT,DATE,TOPICS,TITLE,BODY
4618,TRAIN,12-MAR-1987 21:34:46.15,[],us judge dismisses suit challenging iran probe,a us judge dismissed a lawsuit by fired white house aide oliver north seeking to halt a special prosecutors investigation into the iran arms scandal in a 21page ruling judge barrington parker threw out norths suit challenging the constitutionality of the law empowering special prosecutor lawrence walsh to investigate secret white house arms sales to iran and the diversion of profits to contra rebels in nicaragua the nation demands an expeditious and complete disclosure of our governments involvement in the irancontra affair parker said in his ruling reuter
4619,TRAIN,12-MAR-1987 21:38:25.33,[],japan mulling changes to corporate disclosure rules,the finance ministry will institute a study to consider changing the corporate disclosure rules to provide more information for investors a ministry official said the study will look at whether companies should include data on profits for separate divisions products and overseas regions in corporate earnings statements the official said at present companies give such breakdowns for sales only he said no time limit has been set for the study reuter
4620,TRAIN,12-MAR-1987 21:52:37.81,['earn'],,
4621,TRAIN,12-MAR-1987 22:32:22.31,['earn'],adsteam rights issue to raise 228 mln dlrs,the adelaide steamship co ltd adsas adsteam said its oneforfive rights issue at 1150 dlrs a share will raise 2285 mln dlrs for general working capital and investment both in australia and overseas the group announced the issue with its first half earnings and said in a statement that the rights issue will be followed by a oneforfour bonus issue adsteams equityaccounted net earnings rose to 7505 mln dlrs in the half ended december 31 from 5568 mln a year earlier and interim dividend to 18 cents from 16 adsteam shares eased to 1420 dlrs from an opening 1460 and yesterdays close of 1450 on the issue announcement the issue will be underwritten by morgan grenfell australia ltd and mccaughan dyson ltd apart from the shares to be taken up by adsteams associate and largest shareholder department store retailer david jones ltd new shares will not rank for the interim dividend but will rank equally thereafter adsteam said it expects to maintain an annual dividend rate of 36 cents on capital enlarged to about 149 mln shares by both issues from 9936 mln adsteam said its diverse industrial interests generally performed well and its results as the ultimate holding company and beneficiary reflected this solid performance david jones owned 492 pct by adsteam earned the largest associates net of 5738 mln dlrs in the half against 4029 mln a year earlier adsteams figures show whollyowned and joint venture companies also did well apart from timber building supplies and real estate which returned belowbudget profits due to the housing downturn adsteam said it sees 198788 as a year of reconstruction and consolidation with the capital base boosted by the issue reuter
4622,TRAIN,12-MAR-1987 22:48:14.55,['acq'],hearst buys houston chronicle for 400 mln dlrs,the hearst corp is buying the houston chronicle from houston endowment inc for 400 mln dlrs the announcement was made jointly by frank bennack jr president and chief executive officer of hearst and richard johnson president of the chronicle the houston endowment is selling the paper to comply with federal tax laws requiring charitable institutions to divest themselves of profitmaking subsidiaries by 1989 the chronicle has a daily circulation of over 425000 and is in competition with the houston post owned by the toronto sun publishing corp with a circulation of about 316000 the acquisition gives hearst its biggest newspaper holding in texas where the californiabased publisher already owns papers in san antonio beaumont and laredo the chain also owns among others the flagship san francisco examiner the los angeles herald examiner and the seattle postintelligencer reuter
4623,TRAIN,12-MAR-1987 22:56:46.50,['acq'],iels acmex unit to bid for cheetham,industrial equity ltd iel unit acmex holdings ltd said it proposed to make a formal takeover offer for all the issued capital of cheetham ltd a producer of salt animal feed and seeds acmex said in a statement it would offer one share for every two cheetham shares or 340 dlrs cash for each share acmex said it was presently entitled to 51 mln cheetham shares or 1685 pct of its 3027 mln issued shares the scrip offer values cheetham at about 110 mln dlrs based on acmexs current price of 720 dlrs and the cash offer at about 104 mln cheetham last traded at 310 dlrs reuter
4624,TRAIN,12-MAR-1987 22:58:56.27,[],us details its action program for africa,the us has given further details of an action program announced yesterday aimed at helping subsaharan africa overcome hunger and economic problems senior us offficials said under the new program a 500mln dlr development fund for africa will be set up to consolidate most of the aid money going to the continent to replace the large number of bilateral accounts currently in existence chester crocker assistant secretary of state for africa said he believed congress will favour the program which stems from a un conference on africas economic problems the 500mln dlr fund coupled with an additional 100 mln dlrs in food aid would surpass congress 1986 vote of 483 mln dlrs for equivalent programs officials said washington is also increasing its funding to the international development agency ida the world banks soft loan affiliate and is seeking a greater share of a bigger fund for africa they said officials said under the last ida replenishment africa got 37 pct of 87 billion dlrs but the reagan administration wants this increased to 4550 pct of 128 billion dlrs in new funds reuter
4625,TRAIN,12-MAR-1987 23:22:50.74,['gnp'],us officials disagree on reducing budget deficit,senior us economic officials disagree on the likelihood the government can meet its budget deficit reduction targets beryl sprinkel chairman of the council of economic advisers reiterated the reagan administrations opposition to a tax increase and its pledge to reduce the deficit by cutting spending and fostering economic growth by contrast rudolph penner director of the congressional budget office said the budget process has broken down and the deficit will remain close to 200 billion dlrs for fiscal 1987 sprinkel told a symposium sponsored by new york university that spending could be cut by avoiding decisions based on the desire to influence votes and by shifting the responsibility for local projects to state governments he also suggested a lineitem veto which allows the president to veto parts of bill without rejecting all of it to limit wasteful spending spending and taxing decisions should be linked more closely sprinkel said the administration still looks for 27 pct growth in us real gross national product gnp in 1987 and 35 pct in 1988 asked if the latest economic reports signal this rate of economic growth is attainable sprinkel said it looks pretty good to me weve had two very strong employment reports he also said federal reserve policy is appropriate adding it looks like theyre on track while further reductions are needed in the trade deficit sprinkel said the lower dollar is having an impact the new 1987 tax laws will not hurt the economy and the tax reform act of 1986 significantly lowers tax rates and will greatly increase private production incentives he said our estimates at the council of economic advisers suggest national net output of goods and services will permanently increase by approximately two pct because of the longrun consequences of tax reform sprinkel said in 1986 this would have amounted to an increase of approximately 600 dlrs in the income of the average american family sprinkel also argued the 1981 tax cuts were not responsible for the large increase in the budget deficit in fiscal 1986 ending september federal spending amounted to 238 pct of gnp while federal receipts absorbed 185 pct of gnp leaving a deficit of 53 pct he said sprinkel said that compared with fiscal 1978 the 1986 federal expenditure share of gnp is 27 percentage points higher and the revenue share of gnp is virtually the same contrary to the conventional wisdom therefore the 1981 tax cut is not the root cause of the extraordinary budget deficits of the past few years sprinkel said this tax cut merely rolled back the inflationinduced tax increases that occurred between 1978 and 1981 he added however the congressional budget offices rudolph penner argued that the tax cut in 1981 was misguided since making the big mistake in 1981 of cutting taxes enormously without any plan to decrease spending by the administration or congress indeed with increases in defence spending now all the options for reducing the budget deficit are unpleasant he said penner said the tax cut resulted from the ideological turmoil in the us caused by the biggest sustained inflation in our nations history which helped foster widespread distrust of government the american people turned on the government with tax revolt at the state level and new demands on the government at the national level penner said but their dislike of taxes exceeded their general dislike of spending programs now the correction of that 1981 mistake demands that the system change a lot penner sees little hope the grammrudmanhollings budget deficit reduction targets will be met and said the deficit will remain at roughly 200 billion dlrs this year he said a budget process that sets targets arbitrarily is not likely to succeed i feel pretty safe in saying that any process that tries to dictate a numerical outcome from above is doomed to fail simply because theres no way to enforce it penner said penner questioned the methods by which the 1987 budget deficit was cut he said 18 to 19 billion dlrs were eliminated by onetime measures such as a temporary increase in taxes related to tax reform and sales of government assets another four billion dlrs was cut by what i call creative timing changes like moving the military payday from the last day of fiscal 1987 to the first day of fiscal 1988 that saved more than two billion dlrs penner said reuter
4626,TRAIN,12-MAR-1987 23:37:15.33,[],adsteam looking to british market for investment,diversified industrial and investment group the adelaide steamship co ltd adsas said it was looking to the british market for future investment in view of high share prices and interest rates in australia because of lower interest rates and improved economic statistics we believe the uk at the present time offers better value and we hold strategic investments in that market it said in a statement adsteam did not name any british investments but it has disclosed a stake in blue circle industries plc bcill last stated by adsteam in london at 685 pct in late february adsteam said it was continuing to look for investment opportunities both in australia and overseas but with the australian stock market at record levels opportunities to acquire companies on reasonable investment criteria were limited as earlier reported adsteam will raise 2285 mln dlrs for working capital and investment both in australia and overseas through a oneforfive rights issue at 1150 dlrs a share we expect to enter 1988 in a highly liquid position and will be looking to take advantage of investment opportunities as they arise it said nevertheless adsteam said it continues to be a large investor in the australian market through its equityaccounted associates and through other major investments we have enjoyed a very substantial increase in the market value of our investments over the course of this financial year but we are concerned at the economic fundamentals which persist in australia particularly the high interest rates which currently apply it said adsteam also said it had hedged part of its australian stock market portfolio in the futures market and had hedged all foreign currency borrowings realised losses from futures hedging have been brought to account as extraordinary items but unrealised gains from investments significantly exceed realised and unrealised losses on hedging adsteam said in its earlier reported first half ended december 31 adsteam posted an extraordinary loss of 2039 mln dlrs against a 1379 mln profit a year earlier equityaccounted net profit before extraordinaries rose to 7505 mln dlrs from 5568 mln a year earlier reuter
4627,TRAIN,12-MAR-1987 23:50:57.44,[],kidnapped japanese businessman alive cardinal,kidnapped japanese businessman noboyuki wakaoji is alive and well and may soon be released cardinal jaime sin the archbishop of manila said wakaoji head of the philippines branch of mitsui and co ltd is being visited on a daily basis by a senior priest sin told reporters at a briefing he refused to reveal wakaojis whereabouts the businessman was kidnapped last november and his captors have demanded a five mln dlr ransom from mitsui reuter
4628,TRAIN,13-MAR-1987 00:27:37.31,[],australian business urged to restrain profits,australian prime minister bob hawke called on businessmen to hold their salaries and profit margins as part of his campaign for economic restraint in a speech to the national press club hawke said business must not puncture the spirit of community restraint evident in low wage increases and suppressed consumer demand hawke said the federal government would coordinate with state administrations to monitor prices and profit margins at a time when a concerted national effort to restrain costs is required profit margins should not be increased he said direct price control did not appeal to the government but it would act to ensure market forces operated fairly and businesses were reminded of their obligations to australia hawke said the government would demonstrate its commitment with spending cuts in its may 14 economic statement he said it would also limit increases in government excises normally indexed to inflation to about six pct hawke said reuter
4629,TRAIN,13-MAR-1987 00:49:15.19,"['trade', 'bop']",australian terms of trade worsen in last quarter,australias terms of trade fell by a further 35 pct in the fourth quarter of 1986 after declining 08 pct in the third quarter and 27 pct a year earlier the statistics bureau said it said the seasonally adjusted current account deficit of 322 billion dlrs in the quarter would have dropped to 912 mln if not for the terms of trade decline the fourth quarter decline followed a 11 pct fall in export prices and a 24 pct rise in import prices it said the bureau noted australias terms of trade had fallen by 199 pct since the fourth quarter of 1983 reuter
4630,TRAIN,13-MAR-1987 00:50:19.21,['sugar'],china faces dilemma over sugar imports,china has to decide if it will increase sugar imports this year to cover falling domestic output and rising demand in view of market predictions that international sugar prices will remain firm this year traders and the official press said he kang minister of agriculture animal husbandry and fisheries said this week that china has adjusted the purchasing price for sugar cane and beet to check a drop in production last year but he gave no price details one japanese trader said domestic demand is rising rapidly because of improving living standards and rising demand for sweet drinks cakes and biscuits and other sugary foods it will not be easy to cut domestic demand even in a statecontrolled economy china may have to import he said customs figures show imports fell to 1182 mln tonnes in 1986 from 1909 mln in 1985 and fell to 25165 tonnes in january 1987 from 54000 in january 1986 the official economic information newspaper last month said production in the 198687 crushing season septemberapril will be 118 mln tonnes short of demand the paper put 198687 output at 482 mln down from 524 mln in 198586 and domestic demand at about six mln tonnes in the last two years acreage under sugar cane and beet has fallen sugar mills are underutilised output has dropped and cannot meet demand that is rising every day it said the country will have to continue imports of sugar and draw down stocks to meet market demand it added it quoted the ministry of light industry as blaming the drop in output on unreasonable state purchasing prices for cane and beet as against other crops which has resulted in farmers refusing to grow them the paper said in 1985 a farmer could earn up to three times more per hectare from pineapple and watermelon and up to seven times more from bananas than from sugarcane he could sell grain on the free market at 560 yuan a tonne against only 70 yuan a tonne for sugarcane sugar mills are suffering because refined sugar prices have not changed for 20 years despite rising costs it said in fujian the cost of producing one tonne rose to 702 yuan in 1985 from 5201 in 1980 cutting the mills profit to 117 yuan a tonne from 2179 it added the paper said unreasonable pricing resulted in 144 of the 442 sugar mills working in the 198586 crushing season losing money china has 521 sugar mills a foreign agricultural expert forecast a drop in cane acreage in 198687 septemberaugust of up to 10 pct in guangdong which produced 45 pct of chinas sugar in calendar 1985 and a smaller drop in fujian which produced 11 pct of chinas sugar in calendar 1985 he said both provinces are more developed than other sugarproducing areas and more sensitive to demand from cities but cane acreage in guangxi and yunnan which accounted for 28 pct of the 1985 crop has risen by 10 to 30 pct in 198687 because canegrowing is more economic there he said he put sugar stocks at 2333 mln tonnes in september 1986 a hong kong trader estimated stocks at more than three mln at endjanuary now they are falling but they have not reached the critical level compelling china to import quickly he said china has options not easily available in western countries it controls stocks strictly and can release less into the consumer market if stocks fall too quickly he said the hong kong trader said calendar 1987 imports will be slightly less than those of 1986 because of firm world prices and serious foreign exchange constraints which he said are likely to continue until at least end1988 he said nearly all cane and beet is sold to the stateowned mills with a small amount sold raw to consumers most of the mills are old and inefficient with many of them using soviet equipment imported in the 1950s he said he said demand in rural areas will in future rise an annual four pct with demand in the cities rising an annual two pct reuter
4631,TRAIN,13-MAR-1987 01:05:12.15,"['livestock', 'carcass']",japan sets 198788 first half beef import quota,the agriculture ministry said it set japans beef import quota for the six months from april 1 at 93000 tonnes up from 83000 in the second half of 198687 and 85000 a year earlier under an agreement with the us and australia japan has been increasing imports by 9000 tonnes a year from march 31 1985 to reach a projected 177000 tonnes in the year to march 31 1988 reuter
4632,TRAIN,13-MAR-1987 01:23:35.18,['trade'],japan denies breaking semiconductor trade pact,japan denied breaking a pact with the us on semiconductor trade but said prices set out in the pact were too high and acknowledged difficulties in implementing the accord we are faithfully abiding by the agreement but of course there are some problems a spokesman for the international trade and industry ministry told reuters he said the high semiconductor prices recommended by the agreement were leaving japanese manufacturers piling up stocks of unsellable products we are aiming to reduce production in japan but of course this takes time he said the spokesman said some japanese companies were selling chips in europe and asia below stipulated prices but added it is only a matter of time before we solve this problem the eight month old pact aims to stop japan selling large quantities of chips at knockdown prices to the united states and other countries and to increase us semiconductor sales in japan the us senate finance committee this week called on president reagan in a nonbinding resolution to retaliate against japan for violating the agreement reuter
4633,TRAIN,13-MAR-1987 02:12:51.84,"['money-fx', 'yen']",japan minister says about 170 yen appropriate,international trade and industry minister hajime tamura told a parliamentary session japans small and mediumsized enterprises are seriously suffering from the yens rise and can only stand levels around 170 yen he also said he still believes a dollar exchange rate level plus or minus 10 yen from 170 yen would be within levels agreed upon last month in paris by six major industrial nations finance ministers of britain canada france japan the us and west germany agreed on february 22 to cooperate in stabilizing exchange rates around the current levels the dollar had closed here at 15377 yen on february 20 reuter
4634,TRAIN,13-MAR-1987 02:20:05.14,['wpi'],german wholesale prices fall 04 pct in february,west german wholesale prices fell 04 pct in february from january to stand 69 pct lower than in february 1986 the federal statistics office said in january wholesale prices rose 08 pct from december to stand 86 pct below their level in january 1986 wholesale price declines were led by starch products down 13 pct light heating oil 11 pct lower heavy heating oil 10 pct lower and green coffee down 69 pct among higher wholesale prices were those for fresh vegetables up 17 pct fresh fruit up 12 pct and eggs up 89 pct the statistics office said in a statement reuter
4635,TRAIN,13-MAR-1987 02:20:10.29,['trade'],swiss feb trade deficit 6297 mln francs jan deficit 2094 mln official,
4636,TRAIN,13-MAR-1987 02:26:49.40,"['livestock', 'carcass']",australian beef output seen declining in 1987,australian beef output is forecast to decline to 134 mln tonnes carcass weight in 1987 and 136 mln in 1988 from 144 mln in 1986 the australian meat and livestock corp amlc said exports of beefveal are also predicted to decline to 480000 tonnes shipped weight in 1987 from 515000 in 1986 and then rally to 490000 in 1988 the amlc said in a summary of its biannual meat and livestock forecasts it sees cattle numbers remaining at around the 1986 level of 232 mln beasts in both years because herd rebuilding is expected to be slower than previously forecast beef producers are becoming more confident that higher returns in the market both domestically and overseas will continue the amlc said the slow herd buildup and the forecast lower production is expected to bring about a slight drop in both export and domestic consumption this year it said the forecast does not assume a turnaround in production levels until late next year it said the outlook for beef exports as a proportion of output remains much the same as last year when it was around 55 pct of total production in 1985 it was 52 pct the increase in exports of beef as a percentage of production has mainly been attributed to the decline in the australian dollar the amlc said it also forecast that australias four major markets the us japan canada and taiwan will continue to dominate the chilled and frozen beef export markets they take collectively around 94 pct of total australian exports reuter
4637,TRAIN,13-MAR-1987 02:29:13.28,['grain'],chinas january grain exports fall,chinas grain exports in january totaled 386157 tonnes down 221 pct from january 1986 customs figures show they gave no detailed breakdown the official china economic news quoted the figures as showing tea exports rose 97 pct to 8474 tonnes during the month imports of wool rose 1176 pct to 10248 tonnes over the same period the figures show reuter
4638,TRAIN,13-MAR-1987 02:30:02.28,['trade'],swiss february trade deficit 6297 mln francs,switzerland had a trade deficit of 6297 mln swiss francs in february compared with a revised 2094 mln deficit in january and 7232 mln shortfall in february 1986 the federal customs office said february imports were 600 billion francs against exports of 537 billion imports rose in real terms by 51 pct against february 1986 while exports rose by a real 46 pct the office said but a further improvement in the terms of trade left the deficit smaller than last year last februarys figure had also been hit by the import of two passenger aircraft reuter
4639,TRAIN,13-MAR-1987 02:36:46.16,[],australian treasury note tender 700 mln dlrs,the reserve bank of australia said it would offer 500 mln dlrs of 13week treasury notes and 200 mln dlrs of 26week notes for tender next week the bank said it would take up 300 mln dlrs of the 13week notes at the average yield it is not taking up any 26week notes reuter
4640,TRAIN,13-MAR-1987 02:44:37.52,['ship'],japan shipbuilders seek cartel to restrict output,japanese shipbuilders have applied to the states fair trade commission to form a cartel to restrict tonnage built to about half of total capacity for the year starting april 1 officials of the shipbuilders association of japan said under the plan 33 yards capable of building ships of more than 10000 gross tons will curtail operations to three mln compensated gross registered tonnes cgrt a year against capacity of about six mln cgrt the transport ministry estimates new orders at 33 mln cgrt in the year to march 1988 and 31 mln the following year the industry has curtailed production due to oversupply nearly every year since 197778 under cartel or transport ministry guidelines the latest guidelines call for a ceiling of four mln cgrt in the year to march 31 the cartels selfimposed and selfregulated are not legally binding but industry finds it in its own interest to stick to them the slowdown in orders has been caused by the strong yen and a protracted worldwide shipbuilding slump reuter
4641,TRAIN,13-MAR-1987 03:11:46.72,['wpi'],swiss wholesale prices fall 03 pct in february,swiss wholesale prices fell by 03 pct in february giving a drop of 43 pct from february 1986 the federal office of industry trade and labour said prices had been unchanged in january giving an annual drop of 46 pct they fell by 26 pct in the year to february 1986 the wholesale price index base 1963 stood at 1685 in february from 1761 last year the office said the fall was largely due to lower prices for energy raw materials and semifinished goods consumer goods prices rose slightly reuter
4642,TRAIN,13-MAR-1987 03:13:28.29,[],bangladesh to seek world bank help for industry,bangladesh will seek additional money from the world bank to finance industrial development which is facing a capital shortage and a lack of expertise finance ministry officials said they said the government had revised downward its annual development programme budget for this fiscal year by seven pct to 444 billion taka a team will visit washington next month for talks with world bank executives and to ask for 200 mln dlrs from the banks industrial programme credit scheme they said the new money would be in addition to nearly two billion dlrs aid which the world bank other leading agencies and donor countries are expected to offer bangladesh for the year from july at their paris meeting next month they offered 185 billion dlrs to the country in 198687 the annual development programme budget has been cut mainly because of poor tax collection and a fall in public and private sector industrial investment the finance ministry officials said they said they expect a two pct growth in the industrial sector this year against a target of five pct and a growth of 15 pct in 1985 they gave no further details reuter
4643,TRAIN,13-MAR-1987 03:21:55.68,[],singapore monetary exchange faces nonasian rivals,expanding global links between futures markets mean that the singapore international monetary exchange simex must add chicago and london to its list of rivals banking sources said when simex and the sydney futures exchange sfe introduced us treasury bond futures last autumn the sources expected to see fierce rivalry between the two exchanges ending with only one winner in asia but surprisingly the challenges now appear to be coming from the other side of the world they said the chicago board of trade cbot will introduce night trading in its us treasury bond contract on april 30 which could clash with simex morning activity banking sources said the cbot had planned to introduce night trading on april 2 but postponed the move to allow participants time to prepare the london international financial futures exchange liffe could cut further into the simex contract with a us treasury bond contract that can be offset on the cbot they said such a liffe contract is expected later this year liffe liquidity could be higher than at the simex where average daily volume in treasury bonds dropped to 165 in february from 1286 last october when the bonds were first introduced the contracts were set up to attract hedging from the rapidly growing underlying cash market in us treasury bonds in toyko but interest has waned as that market has grown more stable traders said restrictions on investments by japanese residents have also inhibited the growth of the futures contracts in both singapore and sydney the banking sources said nevertheless all 450 seats on simex are now taken with the last trading at 55000 dlrs against the initial price of 50000 dlrs the current bid is 55500 dlrs but offers at 65000 show that confidence in simex remains said michael killian general manager of chase manhattan futures corp killian a simex board member said the cbot night session might raise arbitrage opportunities and simex would benefit from a local stock exchange index contract planned for the end of 1987 simex also became more competitive after this months budget eliminated withholding tax on interest earned on futures margin deposits banking sources said the tax change would boost simex trading by nonbank institutions and individuals and would benefit foreign firms and institutions while the treasury bond contract has been somewhat disappointing other simex contracts continue to expand fong yew meng simex assistant general manager told reuters volume in the simexs nikkei stock index based on the tokyo stock market has risen to a daily average of more than 1000 contracts this month from 320 contracts last october helped by uncertainty during the recent bull run in tokyo stocks fong said open interest in the nikkei contract introduced last year reached a record 2697 on february 26 killian said the nikkei contract has considerable potential for expansion as overseas investors have been avoiding the contract because they currently see no need to hedge the rising cash market in tokyo simex is also enjoying record trading in other contracts in february total volume on the exchange reached a record 122819 contracts surpassing the previous monthly record of 116767 set in september eurodollar volume reached a record 78546 contracts last month against 70306 in september simex is likely to try to maintain its growth by moving into options soon but competition continues regionally as well as globally banking sources said the sydney exchange plans to introduce by june a share index futures contract based on a composite of stocks on which equity options are traded which could generate more liquidity than the ordinary index banking sources said local interest in the sydney treasury bond contract may also flare if the sydney exchange establishes a threeway link with chicago and london traders in sydney said liffe is discussing such a link with the cbot they said reuter
4644,TRAIN,13-MAR-1987 03:29:28.77,['earn'],kubota ltd kubt third quarter to january 15,group shr 53 yen vs 22 net profit 358 billion vs profit 147 billion pretax profit 494 billion vs loss 248 mln operating profit 536 billion vs profit 789 mln sales 12734 billion vs 13022 billion nine months ended january 15 group shr 134 yen vs 119 net 910 billion vs 803 billion pretax 1978 billion vs 1477 billion operating 1735 billion vs 1600 billion sales 43006 billion vs 44626 billion reuter
4645,TRAIN,13-MAR-1987 03:42:48.34,[],national australia bank plans 75 mln dlr cd issue,the national australia banks hong kong branch is planning a 75 mln australian dlr floating rate certificate of deposit cd issue banking sources said the threeyear issue which matures april 9 1990 is in two tranches tranche a of 50 mln dlrs carries interest at 30 basis points below onemonth bank bill rate payable monthly and tranche b of 25 mln dlrs carries interest at 25 basis points below threemonth bank bill rate payable quarterly fee for comanagers is 18 pct lead manager is bt asia ltd and syndication is expected to close on march 16 reuter
4646,TRAIN,13-MAR-1987 03:47:18.26,[],bond corp details bond media issue,bond corp holdings ltd bonas said its previously announced float of bond media ltd will be on the basis of three shares at 155 dlrs each for every four bond corp shares for each five bond corp shares bond media shareholders will receive one free option exercisable up to march 1991 also at 155 dlrs bond said in a statement bond media will be owned about 50 pct by bond corp bond corp is injecting kerry packers electronic media interests which it purchased for one billion dlrs into bond media it is also injecting bonds own media holdings reuter
4647,TRAIN,13-MAR-1987 03:53:02.42,[],emperor mines to float gold investment company,fiji gold miner emperor mines ltd said it will float a gold investment company in the isle of man to be known as odin mining and investment co ltd sixty pct of odins 51 mln issued shares will be offered to emperor shareholders on a oneforone nonrenounceable basis at 120 australian dlrs each it said in a statement each share will carry a free option exercisable at the same price up to march 1992 odin in turn will be allotted a 10 pct stake in emperor at 606 dlrs a share against the market level of about 770 dlrs odin shares will be listed in australia and new zealand emperor said odins chief activity would be strategic investment in emerging gold companies and projects emperors 22 pct stake in australias nullarbor holdings ltd and 10 pct stake in canadas osborne and chappel goldfields ltd will be transferred to odin at substantial discounts to their market prices it said the offer will not be available to shareholders registered in the us and britain in view of compliance costs it said but david kingston of advisers rothschild australia ltd told reuters those few shareholders were being urged to switch their registrations to an australian nominee kingston said about 65 to 70 pct of emperors shareholders are domiciled outside australia but the vast majority are registered through australian nominees and are thus entitled to participate stockbroker ord minnett ltd will underwrite the issue emperor said odin shares are expected to be listed in may it added emperor changed its domicile to the isle of man from australia last october because of changes in australian tax laws that would affect its tax position even though it has no activities in australia reuter
4648,TRAIN,13-MAR-1987 03:54:34.68,['gold'],japan cabinet approves bill on gold coin issues,the cabinet has approved a bill making it easier for the government to issue commemorative coins a finance ministry official said the bill which must still be approved by parliament would take effect in april 1988 it would allow the government to issue 1000 5000 and 10000 yen coins without special legislation although highervalued coins would still need a special law the official said at present it can only issue coins of 500 yen or less reuter
4649,TRAIN,13-MAR-1987 04:07:32.11,['earn'],sandoz ag sanzz year 1986,group 1986 net profit 541 mln swiss francs vs 529 mln dividend 105 francs per 250 francs nominal share vs 100 21 francs per 50 franc nominal participation certificate vs 20 group turnover 836 billion francs vs 845 billion cash flow 956 mln francs vs 941 mln parent company net profit 1538 mln francs vs 1353 mln reuter
4650,TRAIN,13-MAR-1987 04:12:19.03,"['veg-oil', 'palm-oil']",india in countertrade deal for malaysian palm oil,india is to partially cover the cost of its malaysian palm oil imports through a countertrade deal involving the construction of two bridges valued at 20 mln dlrs an indian trade source told reuters he said malaysia agreed to the oilforbridges deal in october after india said it could no longer buy some 700000 tonnes of palm oil a year because of its trade deficit malaysia has also agreed to barter palm oil for 30 mln dlrs of hydroelectric equipment and is interested in countertrading for indian iron ore wheat and other goods and services he said reuter
4651,TRAIN,13-MAR-1987 04:20:57.82,[],japan clarifies fund management regulations,the finance ministry has clarified regulations governing fund management satisfying overseas critics who charged the rules were too tightlydrawn ministry officials and western diplomats said they said double licensing has been dropped so a foreign fund management firm need apply only for a licence for its japanese subsidiary and not for the parent company as well a foreign investment management company will be permitted to employ only one fund manager in japan with another on standby in the home country domestic companies must have two in deciding whether a japanese subsidiary of a foreign firm is eligible to manage funds in japan the ministry will take account of the amount of funds the parent company has under management a ministry official said this should make it very easy for foreign firms to meet the criteria for a licence he said without elaborating he said the ministry expects to grant the first investment management licences by the end of june some 135 firms including some 15 foreign companies will probably be licensed under the new law passed late last year reuter
4652,TRAIN,13-MAR-1987 04:23:31.63,['earn'],alusuisse group 1986 net loss 688 mln swiss francs loss 756 mln,
4653,TRAIN,13-MAR-1987 04:24:48.24,[],alusuisse says it plans 50 pct capital cut,
4654,TRAIN,13-MAR-1987 04:26:27.82,['trade'],bank of japan calls for longterm efforts on trade,the shortterm effect of foreign exchange rate movements in correcting international trade imbalances appears to be waning and longterm efforts are required to cut japans chronic dependence on external demand the bank of japan said in a monthly report japans trade surplus in nominal terms is likely to remain high in the near future the central bank said fundamental adjustments will be needed as long as japan hopes to benefit from a better international allocation of resources and maintain the free trade system it added reuter
4655,TRAIN,13-MAR-1987 04:32:25.21,[],taiwan enivironmental protests block du pont plant,the us company du pont de nemours dd has abandoned plans to build a chemical factory near the west coast port of lukang after environmental protests a company spokesman told a news conference yesterday that du pont would conduct an environmental impact study and then look for another site for the 160 mln us dlr titanium dioxide plant the largest foreign investment project in taiwan the decision came after almost a year of protests by residents who feared pollution from the plant might ruin the tourist industry and nearby fish farms reuter
4656,TRAIN,13-MAR-1987 04:34:43.42,['interest'],london floating rate note prices open sharply lower dealers say,
4657,TRAIN,13-MAR-1987 04:35:55.90,['earn'],alusuisse aluzz year 1986,net loss 688 mln swiss francs vs loss 756 mln gross sales 593 billion vs 851 billion operating income 198 mln francs vs 256 mln net extraordinary charges 592 mln vs 472 mln note company plans 50 pct capital reduction banks to convert 300 mln francs of credit facilities to subordinated loans no immediate plans for capital increase company full name schweizerische aluminium ag reuter
4658,TRAIN,13-MAR-1987 04:42:21.53,['crude'],opec deliberately under 158 mln barrel ceiling to defend price subroto,
4659,TRAIN,13-MAR-1987 04:44:36.15,['acq'],county increases tesco stake in hillards,county ltd which is acting in concert with tesco plc tscol in its 1514 mln stg for supermarket chain operator hillards plc has purchased 300000 hillards ordinary shares at 316p per share a statement said these purchases together with those made by county on 10 march represent about 48 pct of hillards issued ordinary share capital it said tescos offer made on march 10 values each hillards ordinary share at 3055p a 376 pct premium over the previous days closing price a cash alternative of 29055p will be made available reuter
4660,TRAIN,13-MAR-1987 04:45:08.91,['wpi'],s african producer price inflation falls sharply,south african yearonyear producer price inflation fell to 149 pct in january against 164 pct in december central statistics office figures show the all items index base 1980 rose a monthly 08 pct in january to 2339 after also rising 08 pct in december to 2321 a year ago the index stood at 2036 and yearonyear producer price inflation at 222 pct reuter
4661,TRAIN,13-MAR-1987 04:45:38.29,[],sandvik diamant boart in accord on joint venture,sandvik ab svikst and belgian group diamant boart sa have completed preliminary negotiations on forming a joint venture which will combine their oil and gas drilling tools activities diamant boart said in a statement the two companies announced in january that they had signed a letter of intent to form a venture in which each would have equal stakes and which would have annual turnover of about 75 mln dlrs in todays statement diamant board said the results of the negotiations support strong synergy between the two units involved diamant boart is a wholly owned subsidiary of sibeka sa in which societe generale de belgique belbbr has a 52 pct stake reuter
